0,0,0,0.0090286,0.021067,0.02941,0.033181,0.033448,0.037038,0.054581,0.059848,0.063943,0.065362,0.080105,0.11011,0.15953,0.22009,0.29208,0.42768,0.24124,0.1182,0.074524,0.051571,0.045171,0.034114,0.029933,0.026505,0.027381,0.022705,0.011229,0.0061714
0,0,0,0.0028762,0.019057,0.0248,0.029543,0.029476,0.025219,0.034124,0.043181,0.045371,0.054229,0.062743,0.071448,0.097152,0.13611,0.17529,0.22551,0.163,0.10401,0.073076,0.053933,0.04521,0.034971,0.03041,0.025676,0.022257,0.020314,0.013267,0.005019
0,0,0,0,0.0061524,0.01859,0.021114,0.022486,0.021238,0.020381,0.027352,0.031838,0.036962,0.045562,0.052343,0.059886,0.087467,0.1014,0.12087,0.111,0.080124,0.060352,0.046848,0.038714,0.032476,0.029524,0.028057,0.024029,0.020933,0.013667,0.0038762
0,0,0,0,0,0.0067429,0.015657,0.018362,0.015238,0.011029,0.016629,0.0188,0.024276,0.029419,0.036762,0.049457,0.067229,0.077781,0.073562,0.064095,0.053933,0.042943,0.033895,0.028448,0.027029,0.025362,0.024448,0.025838,0.022162,0.013905,0.0079714
0,0,0,0,0,0,0.0035524,0.0072857,0.0080476,0.0061048,0.006381,0.0058571,0.0074667,0.013448,0.021305,0.037019,0.05701,0.070562,0.063133,0.054343,0.044019,0.033438,0.0256,0.021543,0.019133,0.022248,0.021181,0.026895,0.021448,0.0126,0.0071524
0,0,0,0,0,0,0,0.0015714,0.0018095,0.00048571,0.00051429,0.0022381,0.0032381,0.0094952,0.013771,0.018048,0.039743,0.047848,0.047305,0.049905,0.043657,0.026895,0.019695,0.01619,0.014505,0.015571,0.016762,0.0212,0.019381,0.0094857,0.0051143
0,0,0,0,0,0,0,0,0,0.00067619,0.0049143,0.0068095,0.0085048,0.012143,0.013343,0.020295,0.027943,0.029876,0.03121,0.031952,0.029457,0.019429,0.014857,0.012981,0.01259,0.015467,0.013638,0.018257,0.012952,0.0061238,0.002981
0,0,0,0,0,0,0,0,0,0.0030667,0.0085333,0.011562,0.013067,0.014867,0.017067,0.019267,0.0224,0.02301,0.023114,0.019162,0.020343,0.015571,0.0097143,0.011152,0.01441,0.0154,0.011562,0.012143,0.0051333,0.0035714,0.001419
0,0,0,0,0,0,0,0,0,0.0018952,0.0078286,0.01001,0.011448,0.014876,0.0182,0.02021,0.020886,0.019848,0.018629,0.017324,0.02119,0.014038,0.010543,0.013238,0.015581,0.011667,0.0085429,0.007819,0.0038095,0.002,0
0,0,0,0,0,0,0,0,0,0,0.0026952,0.0041714,0.0050667,0.010924,0.013429,0.013876,0.014981,0.013962,0.011743,0.01361,0.015724,0.0079333,0.010714,0.014276,0.014257,0.0076,0.0060095,0.0051143,0.0021619,0,0
