0.0018857,0.0067619,0.0068476,0.0091429,0.0054476,0.0057714,0.0041048,0.0032095,0.013724,0.017105,0.019514,0.022695,0.020819,0.015667,0.0094952,0.004181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0060571,0.0063905,0.0055238,0.0095524,0.0077714,0.0041714,0.010781,0.019705,0.022952,0.028038,0.027638,0.018905,0.011762,0.0035333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002,0.0027238,0.0053619,0.014571,0.014324,0.014219,0.017638,0.022705,0.028886,0.031686,0.027943,0.015676,0.0041143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0013714,0.0024571,0.0051429,0.016429,0.0188,0.0206,0.022495,0.027848,0.029105,0.029933,0.02241,0.01021,0.0022667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00060952,0.0021143,0.0043238,0.012543,0.017714,0.023514,0.03441,0.04039,0.031619,0.030562,0.013048,0.003381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0012952,0.0032571,0.011524,0.02001,0.028705,0.04839,0.041924,0.041971,0.0304,0.0077238,0.0015524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0010952,0.0055905,0.023571,0.038305,0.044419,0.038495,0.047057,0.032019,0.013543,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0045714,0.0198,0.033743,0.041733,0.044657,0.048124,0.0288,0.01801,0.0066762,0.0031048,0.0013143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0085524,0.018114,0.029667,0.03719,0.042543,0.045962,0.029819,0.017114,0.0099524,0.0070095,0.0034952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0040857,0.00078095,0,0.0033714,0.016038,0.024171,0.032371,0.043771,0.044419,0.047933,0.030905,0.015752,0.013467,0.0083048,0.0028381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0081524,0.0062571,0.0070857,0.014686,0.02541,0.02459,0.0296,0.044857,0.048533,0.052181,0.029181,0.016962,0.016762,0.009819,0.0057048,0.0017905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01261,0.012771,0.017838,0.026533,0.029857,0.024705,0.03161,0.042457,0.046133,0.04899,0.035629,0.022581,0.023971,0.01899,0.0069714,0.0087619,0.0037714,0.0035143,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012257,0.01359,0.019143,0.02299,0.028457,0.031171,0.027819,0.041952,0.040467,0.0482,0.040581,0.031448,0.0314,0.019238,0.01279,0.0099905,0.0094667,0.0070762,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0112,0.01439,0.018571,0.024743,0.036314,0.044267,0.044571,0.050781,0.04579,0.052638,0.045895,0.041562,0.03681,0.023933,0.02421,0.010238,0.010057,0.012448,0.0072381,0.0016762,0,0,0,0,0,0,0,0,0,0,0
0.003981,0.0092667,0.012771,0.029,0.043219,0.048619,0.05121,0.054848,0.059733,0.06779,0.062971,0.051552,0.045276,0.034143,0.032162,0.018743,0.010362,0.019295,0.010267,0.0043048,0,0,0,0,0,0,0,0,0,0,0
0,0.0026857,0.016171,0.031286,0.041219,0.051629,0.05381,0.060724,0.063638,0.073838,0.07819,0.063505,0.05579,0.04819,0.038838,0.030571,0.015733,0.0248,0.017543,0.0072667,0.001981,0.0022762,0.0013238,0,0,0,0,0,0,0,0
0,0.001,0.013914,0.026829,0.038924,0.056048,0.061733,0.067476,0.066571,0.080819,0.080876,0.080495,0.075562,0.06601,0.050171,0.047829,0.038305,0.035476,0.025171,0.019686,0.01241,0.0084476,0.0065238,0.0060571,0.0020667,0.0010286,0,0,0,0,0
0,0.0049524,0.010924,0.025314,0.03681,0.050705,0.060162,0.069238,0.071867,0.085038,0.094848,0.097476,0.10413,0.087581,0.065076,0.060857,0.052638,0.051848,0.042248,0.037714,0.02581,0.022924,0.022381,0.01941,0.011895,0.0069905,0.0053905,0,0,0,0
0,0.00086667,0.006781,0.021952,0.033514,0.042905,0.056514,0.069219,0.077362,0.091286,0.10569,0.10656,0.11744,0.11459,0.084152,0.084,0.068381,0.069352,0.06101,0.043667,0.032886,0.034848,0.031143,0.025876,0.021895,0.013676,0.0082286,0.0034286,0,0,0
0.00095238,0.0028667,0.0053905,0.020086,0.034362,0.041981,0.053619,0.072133,0.08481,0.089562,0.12682,0.12121,0.1249,0.13738,0.12704,0.11683,0.10633,0.095562,0.08099,0.050771,0.033848,0.03579,0.034267,0.028333,0.021267,0.015981,0.0086286,0.0055714,0,0,0
0.00071429,0.0036286,0.0055714,0.016543,0.031267,0.042705,0.051943,0.073571,0.088876,0.095038,0.13075,0.14466,0.14634,0.1518,0.16157,0.1573,0.14302,0.13716,0.11483,0.062705,0.041505,0.035219,0.030429,0.024733,0.021133,0.017638,0.011981,0.0072571,0.0014857,0,0
0,0.0074476,0.012448,0.018,0.02701,0.035429,0.046552,0.070343,0.087895,0.091552,0.12299,0.1667,0.1624,0.17391,0.19057,0.21529,0.20566,0.18342,0.13884,0.073067,0.053171,0.041324,0.035,0.028714,0.022667,0.01561,0.012943,0.0073143,0.006981,0.0047524,0.0016952
0,0.0033619,0.011171,0.017076,0.021381,0.031962,0.043438,0.067733,0.08459,0.0862,0.11004,0.14715,0.1871,0.21108,0.2305,0.26949,0.2898,0.26023,0.19923,0.095914,0.060133,0.04439,0.029076,0.028571,0.023181,0.015038,0.011029,0.014133,0.013276,0.012,0.0082857
0,0.0022,0.0099714,0.01881,0.02419,0.02579,0.042133,0.061343,0.080733,0.079219,0.095038,0.11814,0.15538,0.20792,0.26688,0.32722,0.37329,0.37756,0.32562,0.14434,0.078181,0.037467,0.031619,0.029771,0.027333,0.022952,0.014657,0.019086,0.019457,0.018971,0.0098952
0,0,0.0090095,0.02239,0.025857,0.02739,0.036381,0.044819,0.062457,0.076057,0.081543,0.090476,0.11992,0.1716,0.25328,0.33993,0.44993,0.56119,0.6209,0.21488,0.10099,0.052895,0.039819,0.038257,0.033286,0.031162,0.026086,0.028562,0.022029,0.017638,0.0093333
0,0,0.0036,0.018743,0.023429,0.028343,0.034,0.032629,0.05281,0.073924,0.077171,0.076733,0.087067,0.11753,0.17409,0.26907,0.4243,0.6679,0.99979,0.32897,0.13284,0.067781,0.0466,0.038333,0.038486,0.034124,0.034457,0.033,0.022619,0.013943,0.0069619
